title,current_price,discount_percentage,main_url,image,product_code,global_product_id,group_key,color_description,simple_color,sub_title,merch_product_id,internal_pid,consumer_channel_id
"Air Jordan 5 Retro ""White and Black""",200.0$,0%,https://www.nike.com/t/air-jordan-5-retro-white-and-black-mens-shoes-ZXK65P/DD0587-110,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/09b17354-205d-42cb-9d83-8d6d0c691e6d/AIR+JORDAN+5+RETRO.png",DD0587-110,f80a20b3-cbbd-4561-9ecb-e271def38792,ZXK65P,White/Sail/Metallic Silver/Black,White,Men's Shoes,57151180-daac-51ef-85af-97187ea7c138,1015614223,d9a5bc42-4b9c-4976-858a-f159cf99c647
"Air Jordan 1 Low ""Game Royal""",140.0$,0%,https://www.nike.com/t/air-jordan-1-low-game-royal-mens-shoes-SJWtxq/CZ0790-140,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/f0939982-bc52-42e0-b529-0ad2bc1654c5/AIR+JORDAN+1+RETRO+LOW+OG.png",CZ0790-140,bb639a02-9be7-49e2-ac42-70362c6c3e05,SJWtxq,White/Game Royal/Sail/Black,White,Men's Shoes,a6fc3a4b-3df4-53f1-ba5e-7aaa9e2d327f,1015623592,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike C1TY,100.0$,0%,https://www.nike.com/t/c1ty-mens-shoes-w1HpcCgA/HV4302-078,https://static.nike.com/a/images/t_default/120571f8-4c18-4ace-bf0b-a8cd2622a440/NIKE+C1TY.png,HV4302-078,0ab2e8fa-4f8e-4139-82fe-4e2aece904a4,w1HpcCgA,Vast Grey/Phantom/Gum Medium Brown/White,Grey,Men's Shoes,3cace323-9948-5ed5-a6ad-34c94e672c3e,1015684696,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Dunk Low Retro SE,125.0$,0%,https://www.nike.com/t/dunk-low-retro-se-mens-winterized-shoes-9kp0dB/FZ3052-300,https://static.nike.com/a/images/t_default/b724fe9e-49e5-410d-8354-8618154fc224/NIKE+DUNK+LOW+RETRO+SE.png,FZ3052-300,8a387309-e487-491c-b961-03af2e093217,9kp0dB,Vintage Green/Denim Turquoise/Anthracite/Black,Green,Men's Winterized Shoes,3ec5f48d-d4d4-53cc-96b4-1284b71cef5f,1015621639,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Dunk Low Retro,115.0$,0%,https://www.nike.com/t/dunk-low-retro-mens-shoes-5FQWGR/DD1391-100,https://static.nike.com/a/images/t_default/b1bcbca4-e853-4df7-b329-5be3c61ee057/NIKE+DUNK+LOW+RETRO.png,DD1391-100,ca85b990-22a9-361f-8787-103232afa13e,5FQWGR,White/White/Black,White,Men's Shoes,d94447c8-7ee7-5fde-b81c-de541506349b,13095480,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Air Force 1 '07,115.0$,0%,https://www.nike.com/t/air-force-1-07-mens-shoes-jBrhbr/CW2288-111,https://static.nike.com/a/images/t_default/b7d9211c-26e7-431a-ac24-b0540fb3c00f/AIR+FORCE+1+%2707.png,CW2288-111,fecf1975-b4ba-307c-8747-8aa654924118,jBrhbr,White/White,White,Men's Shoes,30694dee-8fb4-5e23-a8be-02dc261bc7b0,13071857,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Free Metcon 6,120.0$,0%,https://www.nike.com/t/free-metcon-6-mens-workout-shoes-QFCf19/FJ7127-001,https://static.nike.com/a/images/t_default/556d3884-4081-4c5a-88aa-f3711c80742c/NIKE+FREE+METCON+6.png,FJ7127-001,94942345-9598-4afd-a651-7a7ff20da4ae,QFCf19,Black/White,Black,Men's Workout Shoes,9daf3dbf-c593-5665-957b-e8c45b3b50b0,1015571225,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Pegasus 41,140.0$,0%,https://www.nike.com/t/pegasus-41-mens-road-running-shoes-R6tpoXaD/FD2722-002,https://static.nike.com/a/images/t_default/3cfa0374-d35c-4083-a466-35c5ce5e8eaa/AIR+ZOOM+PEGASUS+41.png,FD2722-002,ff19c470-37be-4280-a4e6-1a3c547efb01,R6tpoXaD,Black/Anthracite/White,Black,Men's Road Running Shoes,c559971a-0b6a-5dd9-816b-849557110825,1015446581,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Zoom Vomero 5,160.0$,0%,https://www.nike.com/t/zoom-vomero-5-mens-shoes-MgsTqZ/HF1553-003,https://static.nike.com/a/images/t_default/d6d5f919-47e9-4891-ae3c-cf5f2ee74c0a/NIKE+ZOOM+VOMERO+5.png,HF1553-003,98e16bbc-abb8-40ac-80f2-1f55b79c88a0,MgsTqZ,Cool Grey/Wolf Grey/White,Grey,Men's Shoes,693e6f61-72fd-54ff-87ea-64423849d0b4,1015651508,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike P-6000,110.0$,0%,https://www.nike.com/t/p-6000-shoes-XkgpKW/CD6404-023,https://static.nike.com/a/images/t_default/afa59af3-3482-473f-8242-9901364dcd86/NIKE+P-6000.png,CD6404-023,f9d85996-ae8f-4f6b-a309-26feee0a1c8b,XkgpKW,Metallic Cool Grey/White/Wolf Grey/Cool Grey,Grey,Shoes,b6ec8b65-3c31-5040-9997-fdf70e2035e0,1015651744,d9a5bc42-4b9c-4976-858a-f159cf99c647
"Ja 2 ""Tree Top""",130.0$,0%,https://www.nike.com/launch/r/FV6070-002,https://static.nike.com/a/images/t_default/7f4c8d8d-3f3c-47e6-8e2e-48b9f4c2d181/JA+2+XMAS.png,FV6070-002,bca99d71-4259-4db7-900f-c0a16c2dc649,vG3gvN,Light Silver/Iron Grey/Metallic Gold,Grey,Basketball Shoes,0a3a71ec-9a7c-5610-a294-1a487d16fd3c,1015615072,010794e5-35fe-4e32-aaff-cd2c74f89d61
"Book 1 ""Christmas""",140.0$,0%,https://www.nike.com/t/book-1-christmas-basketball-shoes-FxlwhV/FJ4249-102,https://static.nike.com/a/images/t_default/697bf957-3950-4e03-ae1d-a872f2d895d2/BOOK+1.png,FJ4249-102,f91f07fd-37b6-4aa4-aa9d-4df0e387a7b0,FxlwhV,White/Black/Clay Orange/White,White,Basketball Shoes,f6fec1d1-4289-5750-97b8-639bbd7e9613,1015661676,d9a5bc42-4b9c-4976-858a-f159cf99c647
"Ja 2 ""Purple Sky""",120.0$,0%,https://www.nike.com/t/ja-2-purple-sky-basketball-shoes-mkEicYoS/FD7328-500,https://static.nike.com/a/images/t_default/7700c2c4-18c5-4c24-83ca-bef0e7928f1b/JA+2.png,FD7328-500,f443d05b-7c41-4892-8ab8-d3cd46892635,mkEicYoS,Bold Berry/Light Lemon Twist/Dark Raisin/Baltic Blue,Purple,Basketball Shoes,d49bb692-bdc8-576f-a729-3507041993f2,1015615084,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike G.T. Cut 3,123.97$,34%,https://www.nike.com/t/gt-cut-3-basketball-shoes-GLHCGc/DV2913-006,https://static.nike.com/a/images/t_default/e4779459-a9b5-456c-afff-7884b3bede63/G.T.+CUT+3.png,DV2913-006,8603a848-e846-4da5-bb41-4a9b8a5de550,GLHCGc,Smoke Grey/Hot Fuchsia/Hyper Pink/Black,Grey,Basketball Shoes,873e63e5-fca6-5d14-9912-4795543c859b,1015646393,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Dunk Low JP,120.0$,0%,https://www.nike.com/t/dunk-low-jp-shoes-PCgFtv/IB2051-400,https://static.nike.com/a/images/t_default/ba9dc751-323e-4ab6-9a99-60ac002a9867/NIKE+DUNK+LOW+JP+QS.png,IB2051-400,7d3e7efd-2864-40aa-a356-0a64c3e1968b,PCgFtv,Midnight Navy/Varsity Red/Neutral Grey/Varsity Maize,Blue,Shoes,c2c320bc-3ceb-59e9-a4a3-0664d72163e9,1015689860,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Air Max 90,130.0$,0%,https://www.nike.com/t/air-max-90-mens-shoes-bAZ6AeHT/DM0029-012,https://static.nike.com/a/images/t_default/c79c9776-aa9f-4866-b511-352dd504f28c/AIR+MAX+90.png,DM0029-012,859c39e7-d497-4716-9815-7b48e862b75e,bAZ6AeHT,Smoke Grey/Light Lemon Twist/Black/Photon Dust,Grey,Men's Shoes,4dc5652b-b4ac-5fd5-a961-771b0029f9a5,1015697657,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Zoom Vomero Roam,180.0$,0%,https://www.nike.com/t/zoom-vomero-roam-mens-winterized-shoes-8Il3Lszv/FV2295-201,https://static.nike.com/a/images/t_default/be65c493-3b60-450e-ba1a-a72110b6acf9/NIKE+ZOOM+VOMERO+ROAM.png,FV2295-201,b48aaefd-8837-455c-845d-d81f3e4b9471,8Il3Lszv,Mink Brown/Medium Olive/Cargo Khaki/Mink Brown,Brown,Men's Winterized Shoes,b81ad6c7-651a-506b-bb0b-0dd172350dda,1015696868,d9a5bc42-4b9c-4976-858a-f159cf99c647
Air Jordan 4 RM,150.0$,0%,https://www.nike.com/t/air-jordan-4-rm-mens-shoes-XH9Xt6/FQ7939-006,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/d1bfe34b-0913-46fc-9a0f-6242736c02e6/AIR+JORDAN+4+RM.png",FQ7939-006,a47b3a5b-fd73-4cc5-a3be-67e4e2503486,XH9Xt6,Black/Sail/Coconut Milk/Gym Red,Black,Men's Shoes,ba3473b4-b3de-5fb4-a60c-1b899aba1307,1015641362,d9a5bc42-4b9c-4976-858a-f159cf99c647
Sabrina 2,130.0$,0%,https://www.nike.com/t/sabrina-2-basketball-shoes-vvfGFS/HF3234-001,https://static.nike.com/a/images/t_default/45cc312b-865e-4bdc-861c-cdd15601bbed/SABRINA+2+TB.png,HF3234-001,eff61c5d-77c7-482f-a994-ea34dc640950,vvfGFS,Wolf Grey/Smoke Grey/Volt/Black,Grey,Basketball Shoes,87384401-61aa-5980-a0f4-a57e9e3f9809,1015567130,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Free Run Flyknit 2018,102.97$,14%,https://www.nike.com/t/free-run-flyknit-2018-mens-road-running-shoes-RRT9elMk/942838-101,https://static.nike.com/a/images/t_default/zf6zoyxo4wzsjwxwxen1/NIKE+FREE+RN+FLYKNIT+2018.png,942838-101,12bf26be-e986-3c0a-997e-dd44abb49ca6,RRT9elMk,White/Grey/Black,White,Men's Road Running Shoes,da477238-d164-5a72-8198-d66e41bf6fbf,12113404,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Air VaporMax 2023 Flyknit,168.97$,19%,https://www.nike.com/t/air-vapormax-2023-flyknit-mens-shoes-vSm5p2/DV1678-001,https://static.nike.com/a/images/t_default/f71c2a6d-9358-4949-86b9-1cdde924f9c6/AIR+VAPORMAX+2023+FK.png,DV1678-001,ecf229ef-58c7-4ba2-93b9-cb5a2a45f283,vSm5p2,Black/White/Black/White,Black,Men's Shoes,349ed64f-b61e-54df-bfea-ffd33fa874e1,1010047154,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Air Max 270,160.0$,0%,https://www.nike.com/t/air-max-270-mens-shoes-KkLcGR/AH8050-703,https://static.nike.com/a/images/t_default/da58f543-363c-4a2e-8a27-3ffc3cf7357b/AIR+MAX+270.png,AH8050-703,053f412f-0dee-4a70-a0fd-b7ec6b8d706d,KkLcGR,Light Lemon Twist/Black/Anthracite/White,Yellow,Men's Shoes,87074857-b0ba-56f5-82a7-f3f6e64c5b1a,1015651710,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Zoom Fly 6,170.0$,0%,https://www.nike.com/t/zoom-fly-6-mens-road-racing-shoes-wn2ALjkm/FN8454-101,https://static.nike.com/a/images/t_default/edb708a6-b51d-4315-9564-5e601ca1300e/ZOOM+FLY+6.png,FN8454-101,f8c8786d-7196-4300-9633-b494fc709658,wn2ALjkm,White/Vivid Grape/Hyper Pink/Black,White,Men's Road Racing Shoes,4ca54f36-479c-53fa-8536-01d383827581,1015582727,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Vaporfly 3,260.0$,0%,https://www.nike.com/t/vaporfly-3-mens-road-racing-shoes-8DD182/DV4129-104,https://static.nike.com/a/images/t_default/0baf879c-5239-491d-9780-d74be43ca4f8/NIKE+ZOOMX+VAPORFLY+NEXT%25+3.png,DV4129-104,59535608-809f-4322-9f8a-b924df5a7526,8DD182,White/Vivid Purple/Purple Agate/Black,White,Men's Road Racing Shoes,fcfdc4d0-17a2-5711-b1ed-fc7513702021,1015582623,d9a5bc42-4b9c-4976-858a-f159cf99c647
"Tatum 3 ""Sidewalk Chalk""",125.0$,0%,https://www.nike.com/t/tatum-3-sidewalk-chalk-basketball-shoes-vn4gkx/FZ6598-008,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/daf5434a-7f1e-4e37-82ad-634fe63facde/JORDAN+TATUM+3.png",FZ6598-008,edb63052-c3fc-417f-bb52-4b1dcbdb56d8,vn4gkx,Anthracite/Orange Pearl/Barely Green/Pale Ivory,Grey,Basketball Shoes,3cce26bb-69a7-5064-83b2-1207a28fa203,1015640922,d9a5bc42-4b9c-4976-858a-f159cf99c647
"LeBron XXII ""Currency""",200.0$,0%,https://www.nike.com/t/lebron-xxii-currency-basketball-shoes-aNB6tabQ/FZ1097-100,https://static.nike.com/a/images/t_default/b88072c8-4993-453b-b2a1-3db52f376bb9/LEBRON+XXII+QS.png,FZ1097-100,054a1123-670c-4f49-8b7e-f781c5f88e07,aNB6tabQ,White/Green Glow/Pink Foam/Baltic Blue,White,Basketball Shoes,04c5fbd7-b6db-52bc-b1f8-5c2044704a30,1015625128,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Blazer Mid '77 Vintage,89.97$,14%,https://www.nike.com/t/blazer-mid-77-vintage-mens-shoes-nw30B2/BQ6806-100,https://static.nike.com/a/images/t_default/fb7eda3c-5ac8-4d05-a18f-1c2c5e82e36e/BLAZER+MID+%2777+VNTG.png,BQ6806-100,830c497d-fc27-3f72-9a91-82cd3054246c,nw30B2,White/Black,White,Men's Shoes,cf9be361-6d7a-5afe-86e7-716479d4a121,12544923,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Blazer Low Pro Club,70.97$,29%,https://www.nike.com/t/blazer-low-pro-club-mens-shoes-dHCvK6/FJ3694-001,https://static.nike.com/a/images/t_default/a4c0468a-e38f-4f2a-b36a-5fc1c04191a4/BLAZER+LOW+PRO+CLUB.png,FJ3694-001,c5feed77-4128-4256-8935-c3c3d4bb0aa7,dHCvK6,Black/Anthracite/White,Black,Men's Shoes,e2b8ee08-12a7-5bec-a84c-cfabbc5d037a,1014195734,d9a5bc42-4b9c-4976-858a-f159cf99c647
Air Jordan 1 Low SE,125.0$,0%,https://www.nike.com/t/air-jordan-1-low-se-mens-shoes-r4hJb1/FZ2138-114,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/7883e8b2-a2a8-4e77-9f4a-fd75964c3c4e/AIR+JORDAN+1+LOW+SE.png",FZ2138-114,2a45e073-84d2-4c78-9698-7a29a33a94ac,r4hJb1,White/Legend Blue,White,Men's Shoes,f8677837-6be9-5f53-a6e3-b73caaa6db77,1015621224,d9a5bc42-4b9c-4976-858a-f159cf99c647
Air Jordan 1 Mid SE,135.0$,0%,https://www.nike.com/t/air-jordan-1-mid-se-mens-shoes-Zn07hL/FZ2142-114,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/c5ddb74a-80ea-4238-ad82-d95dfddb6fef/AIR+JORDAN+1+MID+SE.png",FZ2142-114,6827d515-f724-4625-a0db-2aa6aa2aaabd,Zn07hL,White/Legend Blue,White,Men's Shoes,17eee80d-ed3a-5548-a39f-e03b7a805ae3,1015621244,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Calm,50.0$,0%,https://www.nike.com/t/calm-mens-slides-4hQGBf/FD4116-001,https://static.nike.com/a/images/t_default/8397fa2b-f6b8-414f-b84b-c1f420f07f28/NIKE+CALM+SLIDE.png,FD4116-001,334da4c0-317b-406c-a9a2-c91fbfcbdc6a,4hQGBf,Black/Black,Black,Men's Slides,43dbab2a-e670-5d94-81ef-7a8140859bbd,1012284813,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Dunk Low Retro,130.0$,0%,https://www.nike.com/t/dunk-low-retro-mens-shoes-nLx2Qf/HF9191-001,https://static.nike.com/a/images/t_default/f25ae29f-58a2-4fd3-922f-2d714068ff71/NIKE+DUNK+LOW+RETRO+LTD.png,HF9191-001,dcd3e6ee-f2a0-411d-a6ca-002846607e45,nLx2Qf,Platinum Violet/Pink Foam/Coconut Milk/Black,Purple,Men's Shoes,135d9799-8667-58cc-a81b-4c21542619dd,1015650972,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Metcon 1 OG,150.0$,0%,https://www.nike.com/t/metcon-1-og-mens-workout-shoes-sCMrkS/FQ1854-002,https://static.nike.com/a/images/t_default/e02e68b0-8b70-4024-8a2e-e05f74d03bdf/NIKE+METCON+1+OG.png,FQ1854-002,4d4deb55-cccb-462c-81ac-e5ffbe93e275,sCMrkS,Black/White/Metallic Cool Grey,Black,Men's Workout Shoes,9ec73233-4aea-5535-99cf-dedb92ef78ea,1015620949,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Pegasus Plus,180.0$,0%,https://www.nike.com/t/pegasus-plus-mens-road-running-shoes-GhSwLd/FQ7262-002,https://static.nike.com/a/images/t_default/d6c435e3-f6f6-451a-9052-160531612392/PEGASUS+PLUS.png,FQ7262-002,14b0dbc6-60a3-44be-9b2a-ea82f8c3f625,GhSwLd,Black/Anthracite/White/Pure Platinum,Black,Men's Road Running Shoes,97eba286-e1e1-519b-b475-25e530611246,1015582722,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Air Max Dn,160.0$,0%,https://www.nike.com/t/air-max-dn-shoes-zPC01x/DV3337-011,https://static.nike.com/a/images/t_default/931fdba0-e60a-4ec2-82af-19739f3b65a0/AIR+MAX+DN.png,DV3337-011,88bc8324-aa05-4a4a-aea7-75916f79f00e,zPC01x,Light Smoke Grey/Photon Dust/Persian Violet/Black,Grey,Shoes,c00d6e98-e22f-5bf1-b424-3b10b73276c7,1015621321,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Air Max DN,160.0$,0%,https://www.nike.com/t/air-max-dn-winterized-shoes-pxGwFb/HQ3816-001,https://static.nike.com/a/images/t_default/62749762-baf4-4d16-b2fa-f398e04b47cb/AIR+MAX+DN.png,HQ3816-001,4d3593a5-1d09-4e0f-aade-41132a685cdb,pxGwFb,Anthracite/Smoke Grey/Black/Photon Dust,Grey,Winterized Shoes,8d1defc5-3b00-56eb-b1a0-9c12f4cf5ac1,1015632978,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike P-6000,120.0$,0%,https://www.nike.com/t/p-6000-winterized-shoes-gK7VGC/HQ3818-001,https://static.nike.com/a/images/t_default/aea00999-fc7d-49e8-b834-63914c6a5dc8/NIKE+P-6000.png,HQ3818-001,f556c17e-553e-4cfb-ad5c-223aeb502133,gK7VGC,Anthracite/Smoke Grey/Light Smoke Grey/Black,Grey,Winterized Shoes,73da82e7-515f-5af3-9f9c-ab280e3f0ce9,1015632967,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Air Pegasus 2005,150.0$,0%,https://www.nike.com/t/air-pegasus-2005-mens-shoes-856hjz/HQ5403-700,https://static.nike.com/a/images/t_default/bbd15116-30dc-4ba7-ab5d-3a159665bd46/NIKE+AIR+PEGASUS+2005.png,HQ5403-700,9bad7b5b-cfdf-4c84-8b49-a2c46f8d5755,856hjz,Volt/Black/Barely Volt/Volt,Yellow,Men's Shoes,45ac62bc-f1d4-532c-9623-dc2a93d243ad,1015651546,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Killshot 2,90.0$,0%,https://www.nike.com/t/killshot-2-mens-shoes-72M7D1/FQ8903-100,https://static.nike.com/a/images/t_default/28e784f2-393b-4858-8a1c-1ffd966a8388/KILLSHOT+2.png,FQ8903-100,bf767bea-ac51-40c7-95d2-a82d3b827706,72M7D1,Pale Ivory/Gum Dark Brown/White,Brown,Men's Shoes,70d4d125-0b42-54b5-b60a-05da7abfccb5,1015651533,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Cortez Leather,90.0$,0%,https://www.nike.com/t/cortez-leather-mens-shoes-SxhPXX/DM4044-109,https://static.nike.com/a/images/t_default/de08d9f3-a3e0-4397-add3-506b44764e86/NIKE+CORTEZ.png,DM4044-109,e6279a7e-0b71-4fb0-b67a-33e54f71065d,SxhPXX,Sail/Gum Yellow/Parachute Beige,White,Men's Shoes,f28663b8-792f-5473-b1bf-add45b06bc3e,1015651500,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Air Max Plus,195.0$,0%,https://www.nike.com/launch/r/HV2541-001,https://static.nike.com/a/images/t_default/2b6ea9a9-183a-4409-b855-6c8c7415fd14/NIKE+AIR+MAX+PLUS+TNPO.png,HV2541-001,546762d5-9b72-4365-814b-1b533361848d,3DCsrm5a,Phantom/Metallic Gold,Grey,Men's Shoes,93e7340c-b6b2-5c8a-a3c0-fec5ea082d67,1015659253,010794e5-35fe-4e32-aaff-cd2c74f89d61
Nike Air Max Goadome,180.0$,0%,https://www.nike.com/t/air-max-goadome-mens-boots-yHeANMZ7/FZ1314-100,https://static.nike.com/a/images/t_default/de0c2497-7bd9-4e33-aa69-420bc54de2d3/AIR+MAX+GOADOME.png,FZ1314-100,54f59434-6871-47c8-baee-ba840e814cf9,yHeANMZ7,Summit White/Khaki/Gum Medium Brown/Summit White,White,Men's Boots,d70fc597-4e88-54ca-a828-177d6d2e4729,1015621631,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Dunk Low Retro,97.97$,14%,https://www.nike.com/t/dunk-low-retro-mens-shoes-njHwD3/DV0833-114,https://static.nike.com/a/images/t_default/3722bdb5-97d7-4096-81b0-219a38075c30/NIKE+DUNK+LOW+RETRO.png,DV0833-114,1de05a32-09be-4f7f-8967-89becc48948c,njHwD3,White/White/Cosmic Clay,White,Men's Shoes,d5adfa4b-26f2-527b-be79-3d6b5d595d04,1015621714,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike SB Dunk Low Pro Premium,125.0$,0%,https://www.nike.com/t/sb-dunk-low-pro-premium-skate-shoes-Sczctb/FZ1287-300,https://static.nike.com/a/images/t_default/5e5e9811-9098-466c-a54a-360e0031539b/NIKE+SB+DUNK+LOW+PRO+PRM.png,FZ1287-300,b07c5f61-20cc-472b-9f15-1483e6b0000f,Sczctb,Fir/University Gold/Fire Red/White,Green,Skate Shoes,13ca7fd3-b390-5e54-83d7-f09b9100f5af,1015621604,d9a5bc42-4b9c-4976-858a-f159cf99c647
"Jordan Air Ship x Awake NY ""Game Royal""",150.0$,0%,https://www.nike.com/t/jordan-air-ship-x-awake-ny-game-royal-mens-shoes-jfkQH2/FN8675-104,"https://static.nike.com/a/images/t_default/u_126ab356-44d8-4a06-89b4-fcdcc8df0245,c_scale,fl_relative,w_1.0,h_1.0,fl_layer_apply/87f55a69-ed1e-4f32-a395-04debb24bee9/JORDAN+AIR+SHIP+PE+SP.png",FN8675-104,fcbd0230-a390-46b3-820a-c56b055501e1,jfkQH2,Sail/Game Royal/Metallic Platinum/Black,White,Men's Shoes,2a067ec0-900e-500a-8ab6-48390a6b997e,1015601587,d9a5bc42-4b9c-4976-858a-f159cf99c647
NOCTA Air Force 1 Low,160.0$,0%,https://www.nike.com/launch/r/CZ8065-100,https://static.nike.com/a/images/t_default/628a31ff-677a-4678-93ea-e3974eadc5a6/AIR+FORCE+1+LOW+SP.png,CZ8065-100,a0294069-1ea5-35cc-be02-1e3345b714f5,8T0Pt0,White/White/Cobalt Tint/White,White,Men's Shoes,19b5899b-32d7-5372-84a3-5afc8b0748c7,13131169,010794e5-35fe-4e32-aaff-cd2c74f89d61
Nike Air Max 1 Essential,140.0$,0%,https://www.nike.com/t/air-max-1-essential-mens-shoes-2C5sX2/FZ5808-101,https://static.nike.com/a/images/t_default/34604cb1-acc6-4a40-bf26-60185ca7da5c/NIKE+AIR+MAX+1+ESS.png,FZ5808-101,f9d51c99-7f82-4880-bed6-267dd41a00ed,2C5sX2,White/Summit White/Black,White,Men's Shoes,5f471a0d-fb85-50b0-930a-dbdedd748aef,1015607999,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Air Max SC,63.97$,28%,https://www.nike.com/t/air-max-sc-mens-shoes-LR42xg/CW4555-102,https://static.nike.com/a/images/t_default/8bf8448b-1595-4ad8-b872-3aaa5cc489f0/NIKE+AIR+MAX+SC.png,CW4555-102,a3c38adf-310f-3d7a-9d6f-e3ed6e1ae2b6,LR42xg,White/White/Black,White,Men's Shoes,0a19cafa-e3f4-53b0-93c4-5552fb9191f4,13176309,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Air Force 1 '07 LV8,86.97$,30%,https://www.nike.com/t/air-force-1-07-lv8-mens-shoes-5PBzpHVE/FQ8714-002,https://static.nike.com/a/images/t_default/74a0861b-33dd-4b60-a055-3a618e3ef441/AIR+FORCE+1+%2707+LV8.png,FQ8714-002,5cff7ce8-95e3-4445-b67f-a82131365ada,5PBzpHVE,Phantom/Gum Yellow/Summit White/Light Smoke Grey,Grey,Men's Shoes,58c58b42-4a85-58c0-84ce-3ba39b5414d3,1015577633,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Air Max 1 '86 OG G,109.97$,31%,https://www.nike.com/t/air-max-1-86-og-g-mens-golf-shoes-JZm9QM/DV1403-115,https://static.nike.com/a/images/t_default/1ce6385e-f449-4834-b6a8-d50e0ffd9423/NIKE+AIR+MAX+1+%2786+OG+G.png,DV1403-115,c32ef5ed-90fe-4948-ae50-5618a78d783e,JZm9QM,White/Pure Platinum/Black/Hyper Royal,White,Men's Golf Shoes,7d7249e7-348d-59f0-a1bf-847a96e4efa8,1014164679,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Air Max 90 Premium,99.97$,28%,https://www.nike.com/t/air-max-90-premium-mens-shoes-FJdh9VXk/HF3449-100,https://static.nike.com/a/images/t_default/17c85c10-e043-4879-b56c-ff908d5b59ae/NIKE+AIR+MAX+90+PRM.png,HF3449-100,deb7df99-79ec-45c3-8a8b-95092d2eb241,FJdh9VXk,White/Racer Blue/Black/Khaki,White,Men's Shoes,decdcb54-72ac-5b80-92fc-c5682a9313e0,1015575048,d9a5bc42-4b9c-4976-858a-f159cf99c647
Nike Air Force 1 '07,74.97$,40%,https://www.nike.com/t/air-force-1-07-mens-shoes-XVPIszaq/FZ4034-716,https://static.nike.com/a/images/t_default/60ac06e5-eba2-4117-adf1-7f136e9fecd4/AIR+FORCE+1+%2707.png,FZ4034-716,fdcb83bb-d094-47c0-9e63-531e8e2660a9,XVPIszaq,Bronzine/Saturn Gold/Sail/Coconut Milk,Brown,Men's Shoes,9b988d43-7014-5640-81e8-01e52ce8f9d2,1014434190,d9a5bc42-4b9c-4976-858a-f159cf99c647
